"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"BTN","NH",52,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MTQ","NH",6,2015,"2015-2016",0,0,6,0,NA,NA,NA,0,NA,7,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"PRT","NH",48,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"BIH","NH",1,2022,"2022-2023",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"IRQ","NH",15,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"KAZ","NH",26,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MNG","NH",33,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"URY","SH",44,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"BFA","NH",41,2014,"2014-2015",0,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"X10","NH",9,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"GRC","NH",44,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"IDN","SH",41,2012,"2012",13,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MYS","NH",37,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"SWE","NH",49,2013,"2013-2014",1,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"UZB","NH",2,2020,"2020-2021",2,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"DOM","NH",4,2008,"2008-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"X10","NH",13,2022,"2022-2023",6,0,31,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"SGP","NH",7,2018,"2018",3,0,2,0,0,NA,NA,1,NA,22,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"AUS","SH",11,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"AZE","NH",25,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BGR","NH",3,2019,"2019-2020",23,0,22,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"DEU","NH",31,2015,"2015-2016",0,0,2,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"HRV","NH",6,2014,"2014-2015",0,0,20,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"PRY","SH",45,2013,"2013-2014",0,0,3,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"X12","NH",17,1999,"1999-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SVN","NH",40,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"X09","NH",13,2020,"2020-2021",1,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CMR","NH",36,2014,"2014-2015",0,0,15,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"COL","NH",22,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Shanghai/361/2002"
"HRV","NH",45,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"AIA","NH",24,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NLD","NH",5,1997,"1997-1998",NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOR","NH",7,2013,"2013-2014",2,0,0,0,NA,NA,NA,2,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"EST","NH",17,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"HND","NH",44,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"PHL","NH",12,2013,"2013-2014",3,0,0,0,NA,NA,NA,4,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"SLE","NH",50,2019,"2019-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"SVK","NH",30,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"SGP","NH",6,2015,"2015",5,0,5,0,NA,NA,NA,0,NA,4,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"BTN","NH",26,2015,"2015-2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"DEU","NH",15,2012,"2012-2013",0,0,17,NA,NA,NA,NA,8,NA,4,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"GIN","NH",7,2020,"2020-2021",0,0,0,0,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CRI","NH",47,2006,"2006-2007",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"BEL","NH",40,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"DEU","NH",11,2024,"2024-2025",1,NA,0,0,NA,NA,NA,2,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"MDA","NH",47,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"LUX","NH",12,2015,"2015-2016",1,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"NOR","NH",13,2023,"2023-2024",18,NA,31,NA,NA,NA,NA,92,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CUB","NH",10,2011,"2011-2012",0,0,1,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"BLR","NH",31,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"AUT","NH",40,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"AUS","SH",33,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"ETH","NH",20,2012,"2012-2013",3,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CYP","NH",2,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ZMB","SH",14,2018,"2018-2019",6,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"SVN","NH",50,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ISR","NH",11,2023,"2023-2024",3,NA,2,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BMU","NH",27,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"GLP","NH",11,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NER","NH",27,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SLV","NH",1,2023,"2023-2024",0,0,0,NA,NA,0,0,1,1,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"USA","NH",40,2009,"2009-2010",3847,4,7,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"SGP","NH",13,2008,"2008",NA,0,20,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"AUS","SH",20,1999,"1999-2000",NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CIV","NH",49,2022,"2022",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"IRL","NH",6,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"LUX","NH",46,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MUS","SH",52,2016,"2016-2017",0,0,0,0,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SLV","NH",33,2019,"2019-2020",3,0,0,NA,NA,0,NA,0,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"X12","NH",41,2014,"2014-2015",0,0,3,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"AFG","NH",25,2023,"2023-2024",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ARG","SH",4,2023,"2023-2024",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"MLT","NH",2,2024,"2024-2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"PRY","SH",35,2020,"2020-2021",0,0,0,NA,NA,0,0,0,0,0,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"URY","SH",32,2006,"2006-2007",NA,2,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Malaysia/2506/2004"
"DEU","NH",50,2023,"2023-2024",51,NA,2,0,NA,NA,NA,1,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"LUX","NH",36,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"PER","SH",26,2015,"2015-2016",4,0,8,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"X09","NH",48,2014,"2014-2015",0,0,4,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"RWA","SH",27,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"SEN","NH",10,2019,"2019",NA,NA,6,NA,NA,NA,NA,4,NA,1,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"UKR","NH",12,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"CHL","SH",19,2015,"2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"SWE","NH",45,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"PAN","NH",41,2007,"2007-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"SEN","NH",8,2006,"2006",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"BIH","NH",30,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"COD","SH",26,2019,"2019-2020",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"ETH","NH",36,2022,"2022-2023",NA,NA,5,0,0,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"IDN","SH",11,2016,"2016",4,0,30,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X09","NH",47,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"FRA","NH",52,2018,"2018-2019",26,0,67,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CIV","NH",20,2022,"2022",0,NA,0,0,NA,NA,NA,2,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"RUS","NH",27,2015,"2015-2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"AUS","SH",38,2009,"2009-2010",28,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"CUB","NH",47,2018,"2018-2019",13,0,0,NA,NA,NA,NA,1,NA,1,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"DEU","NH",12,2016,"2016-2017",3,0,0,NA,NA,NA,NA,6,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LAO","NH",31,2017,"2017-2018",1,NA,21,0,0,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"TGO","NH",28,2019,"2019-2020",0,0,2,0,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"X12","NH",16,2019,"2019-2020",2,0,16,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"IND","NH",32,2002,"2002",NA,0,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"JOR","NH",20,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MNG","NH",20,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"NOR","NH",36,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"POL","NH",12,2011,"2011-2012",21,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"TTO","NH",33,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BGR","NH",15,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CHE","NH",41,2016,"2016-2017",0,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CIV","NH",12,2012,"2012",3,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"MTQ","NH",14,2009,"2009-2010",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"MUS","SH",13,2024,"2024-2025",1,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"X12","NH",36,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"RWA","SH",37,2015,"2015-2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"UZB","NH",33,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"KAZ","NH",44,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"LBY","NH",18,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"VNM","NH",21,2013,"2013-2014",16,0,13,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"VCT","NH",16,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"IND","NH",20,2000,"2000",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"IRN","NH",32,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CHL","SH",6,2019,"2019-2020",2,NA,1,NA,NA,NA,NA,NA,NA,4,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"FIN","NH",21,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"MAR","NH",48,2023,"2023-2024",0,NA,0,0,0,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"SVK","NH",25,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"X09","NH",27,2009,"2009-2010",127,NA,3,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"MYS","NH",23,2023,"2023-2024",69,NA,45,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"MLI","NH",25,2019,"2019-2020",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"FRA","NH",4,2001,"2001-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"GHA","NH",4,2014,"2014",0,0,0,0,NA,NA,NA,11,NA,1,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"NPL","NH",17,2019,"2019",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"TCD","NH",23,2022,"2022-2023",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BLR","NH",22,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"MYS","NH",6,2022,"2022-2023",0,NA,12,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"NGA","NH",20,2015,"2015",3,0,2,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"USA","NH",39,2007,"2007-2008",NA,3,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"FIN","NH",14,2018,"2018-2019",1,0,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"NZL","SH",45,2009,"2009-2010",1,0,0,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"TGO","NH",43,2020,"2020-2021",1,0,0,0,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"BRB","NH",3,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"HRV","NH",6,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"SVK","NH",17,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"USA","NH",29,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"CIV","NH",11,2010,"2010",2,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X10","NH",10,2017,"2017-2018",1,0,11,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"EGY","NH",24,2013,"2013-2014",0,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"LVA","NH",6,2020,"2020-2021",3,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"PER","SH",26,2005,"2005-2006",NA,8,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wellington/1/2004","B/Shanghai/361/2002"
"NZL","SH",42,2023,"2023-2024",0,NA,1,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"PER","SH",14,2018,"2018-2019",3,0,3,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"ROU","NH",15,2015,"2015-2016",0,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"ZAF","SH",31,2022,"2022-2023",3,0,14,0,0,NA,NA,7,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"YEM","NH",16,2024,"2024-2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"CAN","NH",6,2017,"2017-2018",9,NA,1225,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ITA","NH",11,1999,"1999-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX","NH",19,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MDA","NH",30,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NCL","SH",18,2014,"2014-2015",2,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"ROU","NH",24,2009,"2009-2010",NA,1,1,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"PER","SH",25,2013,"2013-2014",7,0,5,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"MNG","NH",32,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"NOR","NH",4,2015,"2015-2016",0,0,6,NA,NA,NA,NA,0,NA,1,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KOR","NH",52,2020,"2020-2021",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"BLZ","NH",40,2022,"2022-2023",0,0,9,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
