REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),A_not_determined,B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H1),A (H3),CTR_A (Subtyping not Performed),CTR_A (Unable to Subtype),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,X,2005,13,5134,11.044,0,3,54,167,0,167,343,0,0,0,0.00058434,0.010518115,0.032528243,0,0.032528243,0.066809505,0,0
National,X,2005,14,3894,9.11659,0,0,47,96,0,96,212,0,0,0,0,0.012069851,0.024653313,0,0.024653313,0.054442732,0,0
National,X,2005,15,3339,5.27104,0,0,14,39,0,39,123,0,0,0,0,0.004192872,0.011680144,0,0.011680144,0.036837376,0,0
National,X,2005,16,2933,4.19366,0,1,21,26,0,26,75,0,0,0,0.000340948,0.007159905,0.008864644,0,0.008864644,0.025571088,0,0
National,X,2005,17,2570,2.68482,0,0,12,15,0,15,42,0,0,0,0,0.004669261,0.005836576,0,0.005836576,0.016342412,0,0
National,X,2005,18,2250,2.26667,0,0,10,8,0,8,33,0,0,0,0,0.004444444,0.003555556,0,0.003555556,0.014666667,0,0
National,X,2005,19,2136,1.73221,0,0,13,5,0,5,19,0,0,0,0,0.006086142,0.002340824,0,0.002340824,0.008895131,0,0
National,X,2005,20,1889,2.06458,0,0,20,3,0,3,16,0,0,0,0,0.010587612,0.001588142,0,0.001588142,0.00847009,0,0
National,X,2005,21,1809,1.71365,0,0,9,3,0,3,19,0,0,0,0,0.004975124,0.001658375,0,0.001658375,0.01050304,0,0
National,X,2005,22,1682,1.36742,0,0,5,3,0,3,15,0,0,0,0,0.002972652,0.001783591,0,0.001783591,0.008917955,0,0
National,X,2005,23,1576,0.761421,0,0,4,0,0,0,8,0,0,0,0,0.002538071,0,0,0,0.005076142,0,0
National,X,2005,24,1514,0.990753,0,0,3,2,0,2,10,0,0,0,0,0.001981506,0.001321004,0,0.001321004,0.00660502,0,0
National,X,2005,25,1229,0.895037,0,0,5,1,0,1,5,0,0,0,0,0.004068348,0.00081367,0,0.00081367,0.004068348,0,0
National,X,2005,26,1215,0.576132,0,0,0,6,0,6,1,0,0,0,0,0,0.004938272,0,0.004938272,0.000823045,0,0
National,X,2005,27,1073,0.465983,0,0,1,0,0,0,4,0,0,0,0,0.000931966,0,0,0,0.003727866,0,0
National,X,2005,28,991,0.201816,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.002018163,0,0
National,X,2005,29,983,0.305188,0,0,0,1,0,1,2,0,0,0,0,0,0.001017294,0,0.001017294,0.002034588,0,0
National,X,2005,30,1124,0.177936,0,0,1,0,0,0,1,0,0,0,0,0.00088968,0,0,0,0.00088968,0,0
National,X,2005,31,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National,X,2005,32,964,0.414938,0,0,3,1,0,1,0,0,0,0,0,0.003112033,0.001037344,0,0.001037344,0,0,0
National,X,2005,33,989,0.606673,0,1,0,5,0,5,0,0,0,0,0.001011122,0,0.005055612,0,0.005055612,0,0,0
National,X,2005,34,1016,0.393701,0,0,2,2,0,2,0,0,0,0,0,0.001968504,0.001968504,0,0.001968504,0,0,0
National,X,2005,35,1054,0.56926,0,0,2,3,0,3,1,0,0,0,0,0.001897533,0.0028463,0,0.0028463,0.000948767,0,0
National,X,2005,36,1031,0.0969932,0,0,1,0,0,0,0,0,0,0,0,0.000969932,0,0,0,0,0,0
National,X,2005,37,1099,0.454959,0,0,4,0,0,0,1,0,0,0,0,0.003639672,0,0,0,0.000909918,0,0
National,X,2005,38,1280,0.15625,0,0,2,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0
National,X,2005,39,1421,0.492611,0,0,2,4,0,4,1,0,0,0,0,0.00140746,0.002814919,0,0.002814919,0.00070373,0,0
National,X,2005,40,1894,0.580781,0,0,6,4,0,4,1,0,0,0,0,0.003167899,0.002111932,0,0.002111932,0.000527983,0,0
National,X,2005,41,2191,0.547695,0,0,6,4,0,4,2,0,0,0,0,0.002738476,0.00182565,0,0.00182565,0.000912825,0,0
National,X,2005,42,2349,1.06428,0,0,12,8,0,8,5,0,0,0,0,0.005108557,0.003405705,0,0.003405705,0.002128565,0,0
National,X,2005,43,2780,0.503597,0,0,6,6,0,6,2,0,0,0,0,0.002158273,0.002158273,0,0.002158273,0.000719424,0,0
National,X,2005,44,2890,0.795848,0,0,13,7,0,7,3,0,0,0,0,0.00449827,0.002422145,0,0.002422145,0.001038062,0,0
National,X,2005,45,3320,1.29518,0,1,21,14,0,14,7,0,0,0,0.000301205,0.006325301,0.004216867,0,0.004216867,0.002108434,0,0
National,X,2005,46,3861,1.2173,0,2,18,23,0,23,4,0,0,0,0.000518001,0.004662005,0.005957006,0,0.005957006,0.001036001,0,0
National,X,2005,47,3268,1.59119,0,0,19,30,0,30,3,0,0,0,0,0.005813953,0.009179927,0,0.009179927,0.000917993,0,0
National,X,2005,48,4056,2.85996,0,1,57,56,0,56,2,0,0,0,0.000246548,0.014053254,0.013806706,0,0.013806706,0.000493097,0,0
National,X,2005,49,3863,5.53974,0,1,126,79,0,79,8,0,0,0,0.000258866,0.032617137,0.020450427,0,0.020450427,0.002070929,0,0
National,X,2005,50,4618,8.6401,0,0,269,125,0,125,5,0,0,0,0,0.058250325,0.027067995,0,0.027067995,0.00108272,0,0
National,X,2005,51,5418,12.7538,0,1,296,383,0,383,11,0,0,0,0.00018457,0.054632706,0.070690292,0,0.070690292,0.002030269,0,0
National,X,2005,52,5829,13.4843,0,2,336,425,0,425,23,0,0,0,0.000343112,0.05764282,0.072911306,0,0.072911306,0.003945788,0,0
National,X,2006,1,6417,11.7189,0,1,259,468,0,468,24,0,0,0,0.000155836,0.04036154,0.072931276,0,0.072931276,0.003740065,0,0
National,X,2006,2,6378,13.2173,0,4,297,520,0,520,22,0,0,0,0.000627156,0.046566322,0.08153026,0,0.08153026,0.003449357,0,0
National,X,2006,3,6255,14.1167,0,4,285,565,0,565,29,0,0,0,0.000639488,0.045563549,0.090327738,0,0.090327738,0.004636291,0,0
National,X,2006,4,6732,15.7308,0,4,308,714,0,714,33,0,0,0,0.000594177,0.045751634,0.106060606,0,0.106060606,0.004901961,0,0
National,X,2006,5,7029,16.688,0,6,314,779,0,779,74,0,0,0,0.000853606,0.044672073,0.110826576,0,0.110826576,0.010527813,0,0
National,X,2006,6,7226,17.9491,0,9,321,825,0,825,142,0,0,0,0.001245502,0.044422917,0.114171049,0,0.114171049,0.019651259,0,0
National,X,2006,7,8105,19.5682,0,17,372,1013,0,1013,184,0,0,0,0.002097471,0.045897594,0.124984577,0,0.124984577,0.022702036,0,0
National,X,2006,8,7948,20.4454,0,16,364,1003,0,1003,242,0,0,0,0.002013085,0.045797685,0.126195269,0,0.126195269,0.030447911,0,0
National,X,2006,9,7978,22.5871,0,29,435,942,0,942,396,0,0,0,0.003634996,0.054524944,0.118074705,0,0.118074705,0.0496365,0,0
National,X,2006,10,7819,22.4325,0,54,411,881,0,881,408,0,0,0,0.006906254,0.052564267,0.112674255,0,0.112674255,0.052180586,0,0
National,X,2006,11,6995,19.7427,0,40,276,624,0,624,441,0,0,0,0.00571837,0.039456755,0.089206576,0,0.089206576,0.063045032,0,0
National,X,2006,12,6444,18.4668,0,79,181,498,0,498,432,0,0,0,0.012259466,0.028088144,0.077281192,0,0.077281192,0.067039106,0,0
National,X,2006,13,5424,17.9757,0,63,134,340,0,340,438,0,0,0,0.011615044,0.024705015,0.062684366,0,0.062684366,0.080752212,0,0
National,X,2006,14,4459,13.5681,0,38,53,202,0,202,312,0,0,0,0.00852209,0.011886073,0.045301637,0,0.045301637,0.069970845,0,0
National,X,2006,15,4032,11.3591,0,24,51,142,0,142,241,0,0,0,0.005952381,0.01264881,0.035218254,0,0.035218254,0.059771825,0,0
National,X,2006,16,3499,9.88854,0,24,30,74,0,74,218,0,0,0,0.006859103,0.008573878,0.0211489,0,0.0211489,0.062303515,0,0
National,X,2006,17,2675,7.47664,0,10,2,53,0,53,135,0,0,0,0.003738318,0.000747664,0.019813084,0,0.019813084,0.05046729,0,0
National,X,2006,18,2516,7.7504,0,7,7,53,0,53,128,0,0,0,0.002782194,0.002782194,0.021065183,0,0.021065183,0.050874404,0,0
National,X,2006,19,2453,7.21565,0,12,0,49,0,49,116,0,0,0,0.004891969,0,0.01997554,0,0.01997554,0.047289034,0,0
National,X,2006,20,2399,5.62734,0,6,1,41,0,41,87,0,0,0,0.002501042,0.00041684,0.017090454,0,0.017090454,0.03626511,0,0
National,X,2006,21,2058,6.31681,0,9,0,28,0,28,93,0,0,0,0.004373178,0,0.013605442,0,0.013605442,0.045189504,0,0
National,X,2006,22,1663,4.69032,0,9,0,19,0,19,50,0,0,0,0.005411906,0,0.011425135,0,0.011425135,0.030066146,0,0
National,X,2006,23,1444,3.80886,0,9,0,8,0,8,38,0,0,0,0.006232687,0,0.005540166,0,0.005540166,0.026315789,0,0
National,X,2006,24,1267,1.97316,0,3,0,11,0,11,11,0,0,0,0.002367798,0,0.008681926,0,0.008681926,0.008681926,0,0
National,X,2006,25,1178,1.18846,0,2,0,2,0,2,10,0,0,0,0.001697793,0,0.001697793,0,0.001697793,0.008488964,0,0
National,X,2006,26,1017,1.17994,0,3,1,2,0,2,6,0,0,0,0.002949853,0.000983284,0.001966568,0,0.001966568,0.005899705,0,0
National,X,2006,27,907,0.882029,0,2,0,4,0,4,2,0,0,0,0.002205072,0,0.004410143,0,0.004410143,0.002205072,0,0
National,X,2006,28,914,0.765864,0,0,1,6,0,6,0,0,0,0,0,0.001094092,0.006564551,0,0.006564551,0,0,0
National,X,2006,29,917,1.19956,0,0,0,9,0,9,2,0,0,0,0,0,0.009814613,0,0.009814613,0.002181025,0,0
National,X,2006,30,863,1.96987,0,6,1,8,0,8,2,0,0,0,0.006952491,0.001158749,0.009269988,0,0.009269988,0.002317497,0,0
National,X,2006,31,943,2.12089,0,3,0,16,0,16,1,0,0,0,0.003181336,0,0.016967126,0,0.016967126,0.001060445,0,0
National,X,2006,32,899,1.33482,0,1,0,9,0,9,2,0,0,0,0.001112347,0,0.010011123,0,0.010011123,0.002224694,0,0
National,X,2006,33,862,1.39211,0,3,0,7,0,7,2,0,0,0,0.003480278,0,0.00812065,0,0.00812065,0.002320186,0,0
National,X,2006,34,898,1.67038,0,3,0,9,0,9,3,0,0,0,0.003340757,0,0.010022272,0,0.010022272,0.003340757,0,0
National,X,2006,35,907,1.87431,0,5,0,8,0,8,4,0,0,0,0.005512679,0,0.008820287,0,0.008820287,0.004410143,0,0
National,X,2006,36,881,1.4756,0,5,0,8,0,8,0,0,0,0,0.005675369,0,0.00908059,0,0.00908059,0,0,0
National,X,2006,37,1067,2.90534,0,13,0,17,0,17,1,0,0,0,0.012183693,0,0.015932521,0,0.015932521,0.000937207,0,0
National,X,2006,38,996,3.51406,0,22,0,11,0,11,2,0,0,0,0.022088353,0,0.011044177,0,0.011044177,0.002008032,0,0
National,X,2006,39,971,2.98661,0,13,0,13,0,13,3,0,0,0,0.01338826,0,0.01338826,0,0.01338826,0.003089598,0,0
National,X,2006,40,2309,2.42529,0,13,2,26,0,26,15,0,0,0,0.005630143,0.000866176,0.011260286,0,0.011260286,0.006496319,0,0
National,X,2006,41,2502,2.67786,0,20,1,37,0,37,9,0,0,0,0.007993605,0.00039968,0.014788169,0,0.014788169,0.003597122,0,0
National,X,2006,42,2900,2.75862,0,17,4,37,0,37,22,0,0,0,0.005862069,0.00137931,0.012758621,0,0.012758621,0.007586207,0,0
National,X,2006,43,3237,2.595,0,13,2,46,0,46,23,0,0,0,0.004016064,0.000617856,0.014210689,0,0.014210689,0.007105344,0,0
National,X,2006,44,3765,3.79814,0,25,1,75,0,75,42,0,0,0,0.006640106,0.000265604,0.019920319,0,0.019920319,0.011155378,0,0
National,X,2006,45,4262,3.63679,0,18,1,93,0,93,43,0,0,0,0.004223369,0.000234632,0.021820741,0,0.021820741,0.01008916,0,0
National,X,2006,46,4525,2.93923,0,25,2,74,0,74,32,0,0,0,0.005524862,0.000441989,0.016353591,0,0.016353591,0.007071823,0,0
National,X,2006,47,4538,3.54782,0,21,2,110,0,110,28,0,0,0,0.004627589,0.000440723,0.024239753,0,0.024239753,0.006170119,0,0
National,X,2006,48,5642,3.70436,0,43,1,111,0,111,54,0,0,0,0.007621411,0.000177242,0.019673875,0,0.019673875,0.009571074,0,0
National,X,2006,49,5805,4.5478,0,55,2,145,0,145,62,0,0,0,0.009474591,0.000344531,0.024978467,0,0.024978467,0.010680448,0,0
National,X,2006,50,6686,8.09153,0,106,9,306,0,306,120,0,0,0,0.015854023,0.001346096,0.045767275,0,0.045767275,0.017947951,0,0
National,X,2006,51,7083,10.2922,0,194,10,392,0,392,133,0,0,0,0.027389524,0.001411831,0.055343781,0,0.055343781,0.018777354,0,0
National,X,2006,52,6777,10.3881,0,201,14,366,0,366,123,0,0,0,0.029659141,0.002065811,0.054006197,0,0.054006197,0.018149624,0,0
National,X,2007,1,6711,6.97363,0,128,14,240,0,240,86,0,0,0,0.019073163,0.002086127,0.035762181,0,0.035762181,0.012814782,0,0
National,X,2007,2,6430,9.23795,0,180,35,293,0,293,86,0,0,0,0.027993779,0.005443235,0.045567652,0,0.045567652,0.013374806,0,0
National,X,2007,3,6200,11.5806,0,174,44,420,0,420,80,0,0,0,0.028064516,0.007096774,0.067741935,0,0.067741935,0.012903226,0,0
National,X,2007,4,7200,18.1944,0,310,86,760,0,760,154,0,0,0,0.043055556,0.011944444,0.105555556,0,0.105555556,0.021388889,0,0
National,X,2007,5,8261,22.3823,0,367,107,1172,0,1172,203,0,0,0,0.044425614,0.012952427,0.141871444,0,0.141871444,0.024573296,0,0
National,X,2007,6,8986,28.1772,0,497,133,1491,0,1491,411,0,0,0,0.055308257,0.014800801,0.165924772,0,0.165924772,0.045737814,0,0
National,X,2007,7,9780,25.7975,0,430,133,1544,0,1544,416,0,0,0,0.04396728,0.013599182,0.157873211,0,0.157873211,0.042535787,0,0
National,X,2007,8,9947,23.7961,0,297,156,1388,0,1388,526,0,0,0,0.029858249,0.015683121,0.13953956,0,0.13953956,0.052880265,0,0
National,X,2007,9,8634,22.5735,0,201,192,1006,0,1006,550,0,0,0,0.023280056,0.022237665,0.116516099,0,0.116516099,0.063701645,0,0
National,X,2007,10,7848,20.2472,0,169,199,751,0,751,470,0,0,0,0.021534149,0.025356779,0.09569317,0,0.09569317,0.05988787,0,0
National,X,2007,11,6928,19.5294,0,147,207,569,0,569,430,0,0,0,0.021218245,0.029878753,0.082130485,0,0.082130485,0.062066975,0,0
National,X,2007,12,6460,16.8731,0,65,165,491,0,491,369,0,0,0,0.01006192,0.025541796,0.076006192,0,0.076006192,0.057120743,0,0
National,X,2007,13,5558,13.7639,0,59,173,322,0,322,211,0,0,0,0.010615329,0.031126304,0.057934509,0,0.057934509,0.037963296,0,0
National,X,2007,14,4698,11.026,0,33,101,228,0,228,156,0,0,0,0.007024266,0.02149851,0.04853129,0,0.04853129,0.033205619,0,0
National,X,2007,15,4243,12.1376,0,31,186,158,0,158,140,0,0,0,0.007306151,0.043836908,0.037237803,0,0.037237803,0.032995522,0,0
National,X,2007,16,3857,9.67073,0,28,126,138,0,138,81,0,0,0,0.007259528,0.032667877,0.035779103,0,0.035779103,0.021000778,0,0
National,X,2007,17,3015,9.75124,0,21,119,86,0,86,68,0,0,0,0.006965174,0.03946932,0.028524046,0,0.028524046,0.022553897,0,0
National,X,2007,18,3006,6.75316,0,15,81,51,0,51,56,0,0,0,0.00499002,0.026946108,0.016966068,0,0.016966068,0.018629408,0,0
National,X,2007,19,2531,4.97827,0,7,38,43,0,43,38,0,0,0,0.002765705,0.015013829,0.016989332,0,0.016989332,0.015013829,0,0
National,X,2007,20,2341,3.92994,0,3,23,39,0,39,27,0,0,0,0.001281504,0.009824861,0.016659547,0,0.016659547,0.011533533,0,0
National,X,2007,21,1944,4.32099,0,4,32,34,0,34,14,0,0,0,0.002057613,0.016460905,0.017489712,0,0.017489712,0.007201646,0,0
National,X,2007,22,1696,1.76887,0,2,7,12,0,12,9,0,0,0,0.001179245,0.004127358,0.007075472,0,0.007075472,0.005306604,0,0
National,X,2007,23,1670,1.1976,0,1,5,10,0,10,4,0,0,0,0.000598802,0.002994012,0.005988024,0,0.005988024,0.00239521,0,0
National,X,2007,24,1529,1.70046,0,0,6,13,0,13,7,0,0,0,0,0.003924133,0.008502289,0,0.008502289,0.004578156,0,0
National,X,2007,25,1300,0.615385,0,3,1,2,0,2,2,0,0,0,0.002307692,0.000769231,0.001538462,0,0.001538462,0.001538462,0,0
National,X,2007,26,1278,1.17371,0,0,1,10,0,10,4,0,0,0,0,0.000782473,0.007824726,0,0.007824726,0.00312989,0,0
National,X,2007,27,1121,1.60571,0,2,3,8,0,8,5,0,0,0,0.001784121,0.002676182,0.007136485,0,0.007136485,0.004460303,0,0
National,X,2007,28,1195,1.92469,0,4,8,9,0,9,2,0,0,0,0.00334728,0.006694561,0.007531381,0,0.007531381,0.00167364,0,0
National,X,2007,29,1154,1.38648,0,4,3,8,0,8,1,0,0,0,0.003466205,0.002599653,0.006932409,0,0.006932409,0.000866551,0,0
National,X,2007,30,1165,3.17597,0,14,7,14,0,14,2,0,0,0,0.012017167,0.006008584,0.012017167,0,0.012017167,0.001716738,0,0
National,X,2007,31,1217,1.97206,0,2,6,14,0,14,2,0,0,0,0.001643385,0.004930156,0.011503698,0,0.011503698,0.001643385,0,0
National,X,2007,32,1157,2.93863,0,11,5,14,0,14,4,0,0,0,0.009507347,0.004321521,0.012100259,0,0.012100259,0.003457217,0,0
National,X,2007,33,1120,1.69643,0,7,2,10,0,10,0,0,0,0,0.00625,0.001785714,0.008928571,0,0.008928571,0,0,0
National,X,2007,34,1170,1.96581,0,1,0,21,0,21,1,0,0,0,0.000854701,0,0.017948718,0,0.017948718,0.000854701,0,0
National,X,2007,35,1204,2.49169,0,10,0,13,0,13,7,0,0,0,0.008305648,0,0.010797342,0,0.010797342,0.005813953,0,0
National,X,2007,36,1093,2.19579,0,10,0,14,0,14,0,0,0,0,0.009149131,0,0.012808783,0,0.012808783,0,0,0
National,X,2007,37,1228,2.443,0,14,1,8,0,8,7,0,0,0,0.011400651,0.000814332,0.006514658,0,0.006514658,0.005700326,0,0
National,X,2007,38,954,3.14465,0,11,1,15,0,15,3,0,0,0,0.011530398,0.001048218,0.01572327,0,0.01572327,0.003144654,0,0
National,X,2007,39,1052,1.90114,0,3,1,16,0,16,0,0,0,0,0.002851711,0.00095057,0.015209125,0,0.015209125,0,0,0
National,X,2007,40,2382,1.84719,0,17,2,20,0,20,5,0,0,0,0.00713686,0.000839631,0.008396306,0,0.008396306,0.002099076,0,0
National,X,2007,41,2534,1.73639,0,19,3,22,0,22,0,0,0,0,0.007498027,0.001183899,0.008681926,0,0.008681926,0,0,0
National,X,2007,42,2953,1.62547,0,16,2,28,0,28,2,0,0,0,0.005418219,0.000677277,0.009481883,0,0.009481883,0.000677277,0,0
National,X,2007,43,3179,1.57282,0,16,2,27,0,27,5,0,0,0,0.005033029,0.000629129,0.008493237,0,0.008493237,0.001572822,0,0
National,X,2007,44,3575,2.06993,0,10,0,53,0,53,11,0,0,0,0.002797203,0,0.014825175,0,0.014825175,0.003076923,0,0
National,X,2007,45,3797,2.23861,0,17,10,47,0,47,11,0,0,0,0.004477219,0.002633658,0.012378193,0,0.012378193,0.002897024,0,0
National,X,2007,46,4131,2.10603,0,24,6,55,0,55,2,0,0,0,0.005809731,0.001452433,0.013313968,0,0.013313968,0.000484144,0,0
National,X,2007,47,4040,3.46535,0,35,2,90,0,90,13,0,0,0,0.008663366,0.00049505,0.022277228,0,0.022277228,0.003217822,0,0
National,X,2007,48,4855,3.31617,0,49,12,86,0,86,14,0,0,0,0.010092688,0.002471679,0.017713697,0,0.017713697,0.002883625,0,0
National,X,2007,49,4909,3.66673,0,35,10,113,0,113,22,0,0,0,0.007129762,0.002037075,0.023018945,0,0.023018945,0.004481564,0,0
National,X,2007,50,5157,4.16909,0,50,22,117,0,117,26,0,0,0,0.009695559,0.004266046,0.022687609,0,0.022687609,0.005041691,0,0
National,X,2007,51,5877,5.34286,0,68,28,167,0,167,51,0,0,0,0.011570529,0.004764336,0.028415858,0,0.028415858,0.008677897,0,0
National,X,2007,52,6269,7.14628,0,77,26,259,0,259,86,0,0,0,0.012282661,0.004147392,0.041314404,0,0.041314404,0.013718296,0,0
National,X,2008,1,6829,8.55176,0,98,61,318,0,318,107,0,0,0,0.014350564,0.008932494,0.046566115,0,0.046566115,0.015668473,0,0
National,X,2008,2,7383,13.5853,0,166,145,529,0,529,163,0,0,0,0.022484085,0.019639713,0.07165109,0,0.07165109,0.022077746,0,0
National,X,2008,3,7814,16.8032,0,196,205,703,0,703,209,0,0,0,0.025083184,0.026234963,0.089966726,0,0.089966726,0.026746865,0,0
National,X,2008,4,9474,22.7148,0,210,385,1215,0,1215,342,0,0,0,0.022165928,0.040637534,0.128245725,0,0.128245725,0.036098797,0,0
National,X,2008,5,13459,28.4642,0,243,627,2301,0,2301,660,0,0,0,0.018054833,0.046585928,0.170963667,0,0.170963667,0.049037819,0,0
National,X,2008,6,15342,31.7494,0,265,841,2835,0,2835,930,0,0,0,0.017272846,0.054816843,0.18478686,0,0.18478686,0.060617912,0,0
National,X,2008,7,15171,31.8173,0,202,837,2703,0,2703,1085,0,0,0,0.013314877,0.05517105,0.178168875,0,0.178168875,0.071518028,0,0
National,X,2008,8,17359,30.3992,0,189,975,2730,0,2730,1383,0,0,0,0.010887724,0.05616683,0.157267124,0,0.157267124,0.079670488,0,0
National,X,2008,9,16097,27.6511,0,121,823,2095,0,2095,1412,0,0,0,0.007516929,0.051127539,0.130148475,0,0.130148475,0.087718208,0,0
National,X,2008,10,15181,23.6809,0,73,630,1505,0,1505,1387,0,0,0,0.004808642,0.041499242,0.099137079,0,0.099137079,0.091364205,0,0
National,X,2008,11,11648,22.0124,0,69,484,916,0,916,1095,0,0,0,0.005923764,0.041552198,0.07864011,0,0.07864011,0.094007555,0,0
National,X,2008,12,9498,20.3938,0,43,395,596,0,596,903,0,0,0,0.004527269,0.041587703,0.062750053,0,0.062750053,0.095072647,0,0
National,X,2008,13,7800,17.7821,0,13,178,419,0,419,777,0,0,0,0.001666667,0.022820513,0.053717949,0,0.053717949,0.099615385,0,0
National,X,2008,14,6183,14.5399,0,12,110,266,0,266,511,0,0,0,0.001940805,0.017790716,0.043021187,0,0.043021187,0.082645965,0,0
National,X,2008,15,5285,11.7692,0,6,56,144,0,144,416,0,0,0,0.001135289,0.010596026,0.027246925,0,0.027246925,0.07871334,0,0
National,X,2008,16,4103,8.50597,0,0,32,83,0,83,234,0,0,0,0,0.007799171,0.020229101,0,0.020229101,0.05703144,0,0
National,X,2008,17,3556,5.3712,0,5,11,44,0,44,131,0,0,0,0.001406074,0.003093363,0.012373453,0,0.012373453,0.036839145,0,0
National,X,2008,18,2724,4.62555,0,1,9,37,0,37,79,0,0,0,0.000367107,0.003303965,0.013582966,0,0.013582966,0.029001468,0,0
National,X,2008,19,2539,2.56006,0,0,10,12,0,12,43,0,0,0,0,0.003938558,0.00472627,0,0.00472627,0.016935801,0,0
National,X,2008,20,2414,1.57415,0,0,4,14,0,14,20,0,0,0,0,0.001657001,0.005799503,0,0.005799503,0.008285004,0,0
National,X,2008,21,2115,1.37116,0,1,4,9,0,9,15,0,0,0,0.000472813,0.001891253,0.004255319,0,0.004255319,0.007092199,0,0
National,X,2008,22,1927,0.985989,0,0,2,7,0,7,10,0,0,0,0,0.001037883,0.00363259,0,0.00363259,0.005189414,0,0
National,X,2008,23,1850,0.918919,0,0,1,11,0,11,5,0,0,0,0,0.000540541,0.005945946,0,0.005945946,0.002702703,0,0
National,X,2008,24,1502,0.798935,0,0,0,5,0,5,7,0,0,0,0,0,0.003328895,0,0.003328895,0.004660453,0,0
National,X,2008,25,1467,0.477164,0,0,2,3,0,3,2,0,0,0,0,0.001363327,0.00204499,0,0.00204499,0.001363327,0,0
National,X,2008,26,1325,0.45283,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.004528302,0,0
National,X,2008,27,1203,0.332502,0,0,0,1,0,1,3,0,0,0,0,0,0.000831255,0,0.000831255,0.002493766,0,0
National,X,2008,28,1269,0.472813,0,1,1,0,0,0,4,0,0,0,0.000788022,0.000788022,0,0,0,0.003152088,0,0
National,X,2008,29,1203,0.332502,0,0,0,2,0,2,2,0,0,0,0,0,0.00166251,0,0.00166251,0.00166251,0,0
National,X,2008,30,1163,0.859845,0,1,5,4,0,4,0,0,0,0,0.000859845,0.004299226,0.003439381,0,0.003439381,0,0,0
National,X,2008,31,1125,0.622222,0,0,1,2,0,2,4,0,0,0,0,0.000888889,0.001777778,0,0.001777778,0.003555556,0,0
National,X,2008,32,1102,0.635209,0,1,0,5,0,5,1,0,0,0,0.000907441,0,0.004537205,0,0.004537205,0.000907441,0,0
National,X,2008,33,1053,0.0949668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000949668,0,0
National,X,2008,34,1090,0.550459,0,1,1,1,0,1,3,0,0,0,0.000917431,0.000917431,0.000917431,0,0.000917431,0.002752294,0,0
National,X,2008,35,1271,0.393391,0,0,0,2,0,2,3,0,0,0,0,0,0.001573564,0,0.001573564,0.002360346,0,0
National,X,2008,36,1336,0.449102,0,1,0,5,0,5,0,0,0,0,0.000748503,0,0.003742515,0,0.003742515,0,0,0
National,X,2008,37,1562,0.704225,0,0,2,7,0,7,2,0,0,0,0,0.00128041,0.004481434,0,0.004481434,0.00128041,0,0
National,X,2008,38,1886,1.06045,0,3,3,11,0,11,3,0,0,0,0.001590668,0.001590668,0.00583245,0,0.00583245,0.001590668,0,0
National,X,2008,39,2009,0.597312,0,2,0,8,0,8,2,0,0,0,0.00099552,0,0.003982081,0,0.003982081,0.00099552,0,0
National,X,2008,40,2759,0.616165,0,3,0,8,0,8,6,0,0,0,0.00108735,0,0.002899601,0,0.002899601,0.002174701,0,0
National,X,2008,41,2874,0.800278,0,5,4,8,0,8,6,0,0,0,0.001739736,0.001391788,0.002783577,0,0.002783577,0.002087683,0,0
National,X,2008,42,2937,1.25979,0,13,3,15,0,15,6,0,0,0,0.004426285,0.00102145,0.005107252,0,0.005107252,0.002042901,0,0
National,X,2008,43,3434,1.77635,0,22,0,24,0,24,15,0,0,0,0.006406523,0,0.006988934,0,0.006988934,0.004368084,0,0
National,X,2008,44,3545,1.21298,0,13,3,21,0,21,6,0,0,0,0.003667137,0.000846262,0.005923836,0,0.005923836,0.001692525,0,0
National,X,2008,45,4154,1.7092,0,33,3,23,0,23,12,0,0,0,0.00794415,0.000722195,0.005536832,0,0.005536832,0.002888782,0,0
National,X,2008,46,4418,1.40335,0,25,2,23,0,23,12,0,0,0,0.005658669,0.000452694,0.005205976,0,0.005205976,0.002716161,0,0
National,X,2008,47,4739,1.77253,0,25,1,32,0,32,26,0,0,0,0.005275375,0.000211015,0.006752479,0,0.006752479,0.00548639,0,0
National,X,2008,48,4836,2.25393,0,40,1,48,0,48,20,0,0,0,0.008271299,0.000206782,0.009925558,0,0.009925558,0.004135649,0,0
National,X,2008,49,5598,2.26867,0,45,6,58,0,58,18,0,0,0,0.008038585,0.001071811,0.010360843,0,0.010360843,0.003215434,0,0
National,X,2008,50,5989,3.15579,0,68,10,69,0,69,42,0,0,0,0.011354149,0.001669728,0.011521122,0,0.011521122,0.007012857,0,0
National,X,2008,51,6301,4.33265,0,81,19,113,0,113,60,0,0,0,0.012855102,0.003015394,0.017933661,0,0.017933661,0.009522298,0,0
